"","V1","V2"
"1942","immurmurat","murmur, mutter (at or to);"
"1943","immutat","change, alter, transform;"
"1944","imperitat","command, govern;"
"1945","imperat","order, command, levy; rule (over) (w/DAT);"
"1946","impetrat","obtain/procure (by asking/request/entreaty); succeed/achieve/be granted; obtain;"
"1947","impinguat","fatten, make fat/sleek; become fat/thick; anoint (with oil) (Douay);"
"1948","impiat","render impervious; stain with sin;"
"1949","implacitat","implead; be pleaded against;"
"1950","implanat","deceive, delude; lead astray;"
"1951","implantat","implant; put in; add; plant; establish;"
"1952","implicat","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"1953","implicat","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"1954","implicat","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"1955","implicat","|||perplex/confuse/confound/complicate; take hold (disease);"
"1956","implicat","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"1957","implicit","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"1958","implicit","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"1959","implicit","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"1960","implicit","|||perplex/confuse/confound/complicate; take hold (disease);"
"1961","implicit","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"1962","implorat","appeal to, invoke; beg, beseech, implore; ask for help/favor/protection;"
"1963","importat","bring in, convey; import; bring about, cause;"
"1964","impraegnat","impregnate; make pregnant;"
"1965","imprisonat","imprison;"
"1966","improbat","disapprove of, express disapproval of, condemn; reject;"
"1967","improperat","blame (person); reproach (with), taunt, upbraid (L+S);"
"1968","improperat","hasten into, enter hastily;"
"1969","impugnat","fight against, attack, assail;"
"1970","imputat","charge, enter as debt/credit; take into account; impute, ascribe; lay to charge;"
"1971","imputat","|claim credit/recompense for; make a favor a cause for obligation;"
"1972","inaedificat","build (in a place); wall up;"
"1973","inaequat","make equal; make level; make even (L_S);"
"1974","inaestuat","rage;"
"1975","inalbat","whiten; brighten;"
"1976","inamaricat","embitter;"
"1977","inambulat","walk up and down;"
"1978","inargentat","overlay with silver;"
"1979","inarat","plow in; cultivate;"
"1980","inaugurat","take omens by the flight of birds; consecrate by augury;"
"1981","inaurat","gild, make rich;"
"1982","incantat","sing; say over; consecrate with spells;"
"1983","incapacitat","bridle; put a halter on; halter, muzzle (L+S); fetter, entangle; make ass of;"
"1984","incarcerat","imprison, incarcerate, confine, shut up in prison, jail;"
"1985","incardinat","incardinate; become member of diocese (clergy); raise to cardinal;"
"1986","incarnat","make incarnate, make into flesh; (PASS) be made flesh, become incarnate;"
"1987","incarat","make incarnate, make into flesh; (PASS) be made flesh, become incarnate;"
"1988","incensat","burn incense;"
"1989","inceptat","begin; undertake; attempt;"
"1990","incerat","smear over; E:attach wax tablet to;"
"1991","incertat","render uncertain;"
"1992","incestat","pollute, defile;"
"1993","inchoat","begin/start (work); set going, establish; draft/sketch/outline; enter upon;"
"1994","incilat","blame, scold;"
"1995","incinerat","burn to ashes;"
"1996","incitat","enrage; urge on; inspire; arouse;"
"1997","inclamitat","abuse; scold;"
"1998","inclamat","cry out (to), call upon; abuse, revile;"
"1999","inclinat","bend; lower; incline; decay; grow worse; set (of the sun); deject;"
"2000","incohat","begin/start (work); set going, establish; draft/sketch/outline; enter upon;"
"2001","incolat","live, dwell/reside (in); inhabit; sojourn;"
"2002","incommodat","inconvenience, obstruct, hinder; be inconvenient/troublesome, cause difficulty;"
"2003","inconciliat","win over by trickery; embarrass;"
"2004","incrassat","fatten; make thick/stout;"
"2005","increpitat","chide, utter (noisy) reproaches at;"
"2006","increpat","rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;"
"2007","increpat","rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;"
"2008","increpit","rattle, snap, clash, roar, twang, make noise; (alarm/danger); strike noisily;"
"2009","increpit","rebuke, chide, reprove; protest at/indignantly, complain loudly/scornfully;"
"2010","incrustat","cover (with a layer), coat, line, daub; give an ornamental layer to, encrust;"
"2011","incubitat","lie upon; brood;"
"2012","incubat","brood; (rare alt. perf/vpar for incubo);"
"2013","incubit","lie in or on (w/DAT); sit upon; brood over; keep a jealous watch (over);"
"2014","inculcat","force upon, impress, drive home;"
"2015","incumberat","encumber;"
"2016","incumbrat","obstruct; block;"
"2017","incursitat","rush upon; attack;"
"2018","incursat","strike/run/dash against, attack; make raids upon;"
"2019","incurvat","make crooked or bent; cause to bend down;"
"2020","incusat","accuse, blame, criticize, condemn;"
"2021","indagat","track down, hunt out; search out, try to find/procure by seeking; investigate;"
"2022","indecorat","disgrace;"
"2023","indicat","point out, show, indicate, expose, betray, reveal; inform against, accuse;"
"2024","indubitat","have misgivings (about);"
"2025","indurat","make hard;"
"2026","indutiat","grant stay; E:clothe in monk's habit;"
"2027","inebriat","intoxicate, make drunk; saturate/drench (with any liquid);"
"2028","inerrat","wander; ramble;"
"2029","inescat","entice; fill with food;"
"2030","infamat","bring into disrepute; defame;"
"2031","infatuat","make a fool of;"
"2032","infelicitat","make unhappy;"
"2033","infelicat","make unhappy;"
"2034","infensat","treat in a hostile manner;"
"2035","infestat","vex (w/attacks), harass, molest; make unsafe, disturb; infest; damage, impair;"
"2036","infimat","bring down to the lowest level; weaken, enfeeble; refute, invalidate, annul;"
"2037","infirmat","weaken; diminish; annul; (PASS) be ill (Bee);"
"2038","inflammat","set on fire, inflame, kindle; excite;"
"2039","inflat","blow into/upon; puff out;"
"2040","informat","shape, form; fashion; form an idea of;"
"2041","infrenat","bridle;"
"2042","infrict","rub in;"
"2043","infrigidat","chill; cool;"
"2044","infriat","rub into; strew upon;"
"2045","infulat","invest/vest with mitre/episcopal insignia; put on vestments; adorn w/halo;"
"2046","infuscat","darken; corrupt;"
"2047","ingeminat","redouble; increase in intensity;"
"2048","ingenerat","implant;"
"2049","ingeniculat","kneel;"
"2050","ingravat","aggravate, make worse, weigh down, oppress, molest;"
"2051","ingurgitat","pour in liquid in a flood; engulf/plunge in; immerse in (activity); glut/gorge;"
"2052","inhabilitat","disqualify; incapacitate;"
"2053","inhabitat","dwell in, inhabit, occupy; wear (garments) (L+S);"
"2054","inhaereditat","appoint an heir;"
"2055","inhaeredat","appoint an heir;"
"2056","inhalat","breathe; breathe on;"
"2057","inhereditat","appoint an heir;"
"2058","inheredat","appoint an heir;"
"2059","inhiat","gape, be open mouthed with astonishment; covet, desire;"
"2060","inhonestat","disgrace;"
"2061","inhonorat","dishonor;"
"2062","inimicat","make enemies;"
"2063","initiat","initiate (into); admit (to) with introductory rites;"
"2064","injectat","apply; lay on;"
"2065","injuriat","injure; do injury; wrong, do wrong;"
"2066","injurat","not to swear;"
"2067","inlaborat","work (at); (w/DAT);"
"2068","inlacrimat","weep over/at (with DAT); shed tears; water (eyes);"
"2069","inlagat","inlaw; return to law from outlawry; reverse outlawry of person;"
"2070","inluminat","illuminate, give light to; light up; reveal/throw light on; brighten (w/color);"
"2071","inlustrat","illuminate, light up; give glory; embellish; make clear, elucidate; enlighten;"
"2072","innatat","swim (in or on); swim (into); float upon;"
"2073","innat","swim or float (in or on); sail (on);"
"2074","innocat","harrow in;"
"2075","innovat","alter, make a innovation in; renew, restore; return to a thing (L+S);"
"2076","inpetrat","obtain/procure (by asking/request/entreaty); succeed/achieve/be granted; obtain;"
"2077","inpinguat","fatten, make fat/sleek; become fat/thick; anoint (with oil) (Douay);"
"2078","inplanat","deceive, delude; lead astray;"
"2079","inplicat","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"2080","inplicat","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"2081","inplicat","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"2082","inplicat","|||perplex/confuse/confound/complicate; take hold (disease);"
"2083","inplicat","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"2084","inplicit","implicate; involve/engage/entangle/embroil; interweave/fold/twine w/itself;"
"2085","inplicit","|entwine/enfold/envelop/encircle; wrap up inside; embrace; enclose; hem in;"
"2086","inplicit","||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"2087","inplicit","|||perplex/confuse/confound/complicate; take hold (disease);"
"2088","inplicit","||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"2089","inprobat","disapprove of, express disapproval of, condemn; reject;"
"2090","inproperat","blame (person); reproach (with), taunt, upbraid (L+S);"
"2091","inproperat","hasten into, enter hastily;"
"2092","inquietat","disturb, trouble, molest, harass; press legal claim against; fidget, twiddle;"
"2093","inquinat","daub; stain, pollute; soil; ""smear"";"
"2094","inrigat","water/irrigate; inundate/flood; refresh; wet/moisten; diffuse, shed (sensation);"
"2095","inrogat","impose/inflict (penalty/burden); demand/propose/call for (penalties/fines);"
"2096","inrumat","force receptive male oral sex; treat in a shameful manner; abuse; defile;"
"2097","insect","cut/incise; make incision in; make by cutting; cut into/up (L+S); dissect;"
"2098","insectat","pursue with hostile intent; pursue with hostile speech, etc;"
"2099","insertat","thrust in, introduce;"
"2100","inservat","attend to; observe attentively;"
"2101","insibilat","hiss; whistle;"
"2102","insidiat","lie in wait (to rob/assault; lie in ambush; make treacherous attack (on); plot;"
"2103","insidiat","|lay traps; act to catch person out; wait and watch; be on lookout (for); lurk;"
"2104","insimulat","accuse, charge; allege;"
"2105","insinuat","push in, work in, creep in, insinuate;"
"2106","insipat","throw in;"
"2107","insitat","graft;"
"2108","insolat","place in the sun;"
"2109","insonit","make a loud noise; sound; resound;"
"2110","inspectat","look at, observe; look on, watch;"
"2111","inspicat","sharpen to a point;"
"2112","inspirat","inspire; excite, inflame; instill, implant; breathe into; blow upon/into;"
"2113","instaurat","renew, repeat, restore;"
"2114","instigat","urge on; incite, rouse;"
"2115","instillat","pour in drop by drop, drop in;"
"2116","instimulat","goad on;"
"2117","insudat","sweat/perspire; sweat on (w/DAT); sweat at (task);"
"2118","insufflat","blow/breathe in, insufflate; (w/breath of life);"
"2119","insuflat","blow/breathe in, insufflate; (w/breath of life);"
"2120","insultat","leap/jump/spring (in/on); dance/trample (on); enter with a leap;"
"2121","insultat","|insult; behave insultingly, mock/scoff/jeer (at); assault/attack (Latham);"
"2122","insupat","throw in;"
"2123","insusurrat","insinuate; suggest; whisper;"
"2124","integrat","renew; refresh; integrate (Cal);"
"2125","intentat","point (at); point (weapons, etc) in a threatening manner, threaten;"
"2126","intercalat","insert (day or month) in the calendar, intercalate; postpone;"
"2127","intercursat","run in between;"
"2128","interequitat","ride among or between;"
"2129","intermeat","go between; flow through;"
"2130","interpellat","interrupt, break in on; interpose an objection; disturb, hinder, obstruct;"
"2131","interpolat","furbish, vamp up; falsify;"
"2132","interpretat","explain/expound; interpret/prophesy from (dream/omen); understand/comprehend;"
"2133","interrogat","ask, question, interrogate, examine; indict; go to law with, sue;"
"2134","interspirat","fetch breath; admit air;"
"2135","intervallat","take at intervals;"
"2136","intervolat","fly between; fly among;"
"2137","inthronizat","enthrone;"
"2138","intimat","tell, tell about, relate, narrate, recount, describe;"
"2139","intitulat","entitle, give a name to;"
"2140","intonat","thunder;"
"2141","intonit","thunder;"
"2142","intricat","entangle; embarrass;"
"2143","intrat","enter; go into, penetrate; reach;"
"2144","inumbrat","cast a shadow;"
"2145","inundat","overflow, inundate, flood; swarm;"
"2146","investigat","investigate; search out/after/for; track down; find (by following game trail);"
"2147","inveterat","make old, give age to; grow old; become rooted;"
"2148","invictat","excite, exasperate, irritate;"
"2149","invigilat","stay awake (over); watch (over) diligently;"
"2150","invitat","invite, summon; challenge, incite; encourage; attract, allure, entice;"
"2151","invocat","call upon, invoke; pray for;"
"2152","involgat","make known; publish abroad;"
"2153","involat","fly into or at, rush upon; seize on;"
"2154","invulgat","make known; publish abroad;"
"2155","irat","get/be/become angry; fly into a rage; be angry at (with DAT); feel resentment;"
"2156","irradiat","beam forth;"
"2157","irrigat","water/irrigate; inundate/flood; refresh; wet/moisten; diffuse, shed (sensation);"
"2158","irrimat","force receptive male oral sex; treat in shameful manner; abuse; defile; (rude);"
