"","x"
"2127","#inplico, inplicare, inplicui, inplicitus  V (1st) TRANS                                             [XXXAO] :: ||interweave/interlace/intertwine; clasp/grasp (L+S); unite/join/mix;"
"2128","#inplico, inplicare, inplicui, inplicitus  V (1st) TRANS                                             [XXXAO] :: |||perplex/confuse/confound/complicate; take hold (disease);"
"2129","#inplico, inplicare, inplicui, inplicitus  V (1st) TRANS                                             [XXXAO] :: ||||(PASS) be intimately associated/connected/related/bound; be a tangle/maze;"
"2130","#inprobo, inprobare, inprobavi, inprobatus  V (1st) TRANS                                            [XXXCO] :: disapprove of, express disapproval of, condemn; reject;"
"2131","#inpropero, inproperare, inproperavi, inproperatus  V (1st)                                          [XXXEO] :: blame (person); reproach (with), taunt, upbraid (L+S);"
"2132","#inpropero, inproperare, inproperavi, inproperatus  V (1st) INTRANS                                  [XXXFS] :: hasten into, enter hastily;"
"2133","#inquieto, inquietare, inquietavi, inquietatus  V (1st) TRANS                                        [XXXBO] :: disturb, trouble, molest, harass; press legal claim against; fidget, twiddle;"
"2134","#inquino, inquinare, inquinavi, inquinatus  V (1st)                                                  [XXXDX] :: daub; stain, pollute; soil; ""smear"";"
"2135","#inrigo, inrigare, inrigavi, inrigatus  V (1st) TRANS                                                [XXXBO] :: water/irrigate; inundate/flood; refresh; wet/moisten; diffuse, shed (sensation);"
"2136","#inrogo, inrogare, inrogavi, inrogatus  V (1st) TRANS                                                [XXXCO] :: impose/inflict (penalty/burden); demand/propose/call for (penalties/fines);"
"2137","#inrumo, inrumare, inrumavi, inrumatus  V (1st) TRANS                                                [XXXEO] :: force receptive male oral sex; treat in a shameful manner; abuse; defile;"
"2138","#inseco, insecare, insecui, insectus  V (1st) TRANS                                                  [XXXCO] :: cut/incise; make incision in; make by cutting; cut into/up (L+S); dissect;"
"2139","#inseco, insecare, insexi, -  V (1st)                                                                [BXXEO] :: tell; tell of; relate (L+S); declare; pursue the narration;"
"2140","#insecto, insectare, insectavi, insectatus  V (1st)                                                  [XXXDX] :: pursue with hostile intent; pursue with hostile speech, etc;"
"2141","#inserto, insertare, insertavi, insertatus  V (1st)                                                  [XXXDX] :: thrust in, introduce;"
"2142","#inservo, inservare, inservavi, inservatus  V (1st) TRANS                                            [XXXES] :: attend to; observe attentively;"
"2143","#insibilo, insibilare, insibilavi, insibilatus  V (1st) INTRANS                                      [XPXES] :: hiss; whistle;"
"2144","#insidio, insidiare, insidiavi, insidiatus  V (1st) INTRANS                                          [XXXDO] :: lie in wait (to rob/assault; lie in ambush; make treacherous attack (on); plot;"
"2145","#insidio, insidiare, insidiavi, insidiatus  V (1st) INTRANS                                          [XXXDO] :: |lay traps; act to catch person out; wait and watch; be on lookout (for); lurk;"
"2146","#insimulo, insimulare, insimulavi, insimulatus  V (1st)                                              [XXXDX] :: accuse, charge; allege;"
"2147","#insinuo, insinuare, insinuavi, insinuatus  V (1st)                                                  [XXXDX] :: push in, work in, creep in, insinuate;"
"2148","#insipo, insipare, insipavi, insipatus  V (1st) TRANS                                                [XXXEO] :: throw in;"
"2149","#insito, insitare, insitavi, insitatus  V (1st) TRANS                                                [FXXFM] :: graft;"
"2150","#insolo, insolare, insolavi, insolatus  V (1st) TRANS                                                [XXXES] :: place in the sun;"
"2151","#insono, insonare, insonui, insonitus  V (1st)                                                       [XXXDX] :: make a loud noise; sound; resound;"
"2152","#inspecto, inspectare, inspectavi, inspectatus  V (1st)                                              [XXXDX] :: look at, observe; look on, watch;"
"2153","#inspico, inspicare, inspicavi, inspicatus  V (1st) TRANS                                            [XXXEC] :: sharpen to a point;"
"2154","#inspiro, inspirare, inspiravi, inspiratus  V (1st)                                                  [XXXDX] :: inspire; excite, inflame; instill, implant; breathe into; blow upon/into;"
"2155","#instauro, instaurare, instauravi, instauratus  V (1st)                                              [XXXDX] :: renew, repeat, restore;"
"2156","#instigo, instigare, instigavi, instigatus  V (1st)                                                  [XXXDX] :: urge on; incite, rouse;"
"2157","#instillo, instillare, instillavi, instillatus  V (1st)                                              [XXXDX] :: pour in drop by drop, drop in;"
"2158","#instimulo, instimulare, instimulavi, instimulatus  V (1st)                                          [XXXDX] :: goad on;"
"2159","#insto, instare, institi, -  V (1st)                                                                 [XXXAX] :: pursue, threaten; approach, press hard; be close to (w/DAT); stand in/on;"
"2160","#insudo, insudare, insudavi, insudatus  V (1st)                                                      [XXXDO] :: sweat/perspire; sweat on (w/DAT); sweat at (task);"
"2161","#insufflo, insufflare, insufflavi, insufflatus  V (1st) TRANS                                        [XXXFO] :: blow/breathe in, insufflate; (w/breath of life);"
"2162","#insuflo, insuflare, insuflavi, insuflatus  V (1st) TRANS                                            [EXXFW] :: blow/breathe in, insufflate; (w/breath of life);"
"2163","#insulto, insultare, insultavi, insultatus  V (1st)                                                  [XXXBO] :: leap/jump/spring (in/on); dance/trample (on); enter with a leap;"
"2164","#insulto, insultare, insultavi, insultatus  V (1st)                                                  [XXXBO] :: |insult; behave insultingly, mock/scoff/jeer (at); assault/attack (Latham);"
"2165","#insupo, insupare, insupavi, insupatus  V (1st) TRANS                                                [XXXEO] :: throw in;"
"2166","#insusurro, insusurrare, insusurravi, insusurratus  V (1st)                                          [XXXFS] :: insinuate; suggest; whisper;"
"2167","#integro, integrare, integravi, integratus  V (1st)                                                  [XXXDX] :: renew; refresh; integrate (Cal);"
"2168","#intento, intentare, intentavi, intentatus  V (1st)                                                  [XXXDX] :: point (at); point (weapons, etc) in a threatening manner, threaten;"
"2169","#intercalo, intercalare, intercalavi, intercalatus  V (1st)                                          [XXXDX] :: insert (day or month) in the calendar, intercalate; postpone;"
"2170","#intercurso, intercursare, intercursavi, intercursatus  V (1st)                                      [XXXDX] :: run in between;"
"2171","#interequito, interequitare, interequitavi, interequitatus  V (1st)                                  [XXXDX] :: ride among or between;"
"2172","#intermeo, intermeare, intermeavi, intermeatus  V (1st) TRANS                                        [XXXES] :: go between; flow through;"
"2173","#interpello, interpellare, interpellavi, interpellatus  V (1st)                                      [XXXDX] :: interrupt, break in on; interpose an objection; disturb, hinder, obstruct;"
"2174","#interpolo, interpolare, interpolavi, interpolatus  V (1st) TRANS                                    [XXXEC] :: furbish, vamp up; falsify;"
"2175","#interpreto, interpretare, interpretavi, interpretatus  V (1st) TRANS                                [EXXEW] :: explain/expound; interpret/prophesy from (dream/omen); understand/comprehend;"
"2176","#interrogo, interrogare, interrogavi, interrogatus  V (1st)                                          [XLXAX] :: ask, question, interrogate, examine; indict; go to law with, sue;"
"2177","#interspiro, interspirare, interspiravi, interspiratus  V (1st) INTRANS                              [XXXES] :: fetch breath; admit air;"
"2178","#intervallo, intervallare, intervallavi, intervallatus  V (1st) TRANS                                [XXXES] :: take at intervals;"
"2179","#intervolo, intervolare, intervolavi, intervolatus  V (1st) TRANS                                    [DXXES] :: fly between; fly among;"
"2180","#inthronizo, inthronizare, inthronizavi, inthronizatus  V (1st)                                      [GXXEK] :: enthrone;"
